2018-05-148 12:05:08 INFO  BankAppDriver:45 - usernameM: jtumma1
2018-05-148 12:05:14 INFO  BankAppDriver:56 - accountExists: true

2018-05-148 12:05:15 INFO  BankAppDriver:114 - Username: jtumma1
2018-05-148 12:05:15 INFO  BankAppDriver:193 - Begin Deserialization - DeserializeCustomer(): 
2018-05-148 12:05:15 INFO  BankAppDriver:196 - Customer reference is set to null. c = (cParamD = null)
2018-05-148 12:05:140 INFO  BankAppDriver:207 - Check Object Read From .ser File - cParamD: 
2018-05-148 12:05:141 INFO  BankAppDriver:208 - username: jtumma1
2018-05-148 12:05:142 INFO  BankAppDriver:209 - firstName: Janeta
2018-05-148 12:05:142 INFO  BankAppDriver:210 - lastName: Maneta
2018-05-148 12:05:143 INFO  BankAppDriver:211 - address1: 123 ABC St
2018-05-148 12:05:143 INFO  BankAppDriver:212 - address2: Apt 1234
2018-05-148 12:05:144 INFO  BankAppDriver:213 - city: Dallas
2018-05-148 12:05:144 INFO  BankAppDriver:214 - state: TX
2018-05-148 12:05:144 INFO  BankAppDriver:215 - phoneNumber: 1234567890
2018-05-148 12:05:144 INFO  BankAppDriver:216 - email: jacqutum@gmail.com
2018-05-148 12:05:144 INFO  BankAppDriver:218 - secondJointAccUsername: ktumma1
2018-05-148 12:05:147 INFO  BankAppDriver:225 - End Deserialization - DeserializeCustomer() 

2018-05-148 12:05:148 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-148 12:05:149 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-148 12:05:152 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-148 12:05:157 INFO  BankAppDriver:70 - balance: 4.00
2018-05-148 12:05:158 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-148 12:05:158 INFO  BankAppDriver:89 - Begin Deposit(): 
2018-05-148 12:05:158 INFO  BankAppDriver:93 - Deposit Amount: 5.00
2018-05-148 12:05:159 INFO  BankAppDriver:103 - Before Depositing, Balance = 4.00
2018-05-148 12:05:160 INFO  BankAppDriver:109 - After Depositing, Balance = 9.00
2018-05-148 12:05:160 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-148 12:05:162 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjtumma1.ser
2018-05-148 12:05:164 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-148 12:05:165 INFO  BankAppDriver:41 - balance: 9.00
2018-05-148 12:05:165 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-148 12:05:167 INFO  BankAppDriver:128 - End Deposit() 

2018-05-148 12:05:168 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-148 12:05:168 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-148 12:05:169 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-148 12:05:172 INFO  BankAppDriver:70 - balance: 9.00
2018-05-148 12:05:173 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-148 12:05:173 INFO  BankAppDriver:132 - Begin Withdraw(): 
2018-05-148 12:05:174 INFO  BankAppDriver:136 - Withdraw Amount: 1.00
2018-05-148 12:05:175 INFO  BankAppDriver:146 - Before Withdrawing, Balance = 9.00
2018-05-148 12:05:176 INFO  BankAppDriver:152 - After Withdrawing, Balance = 8.00
2018-05-148 12:05:177 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-148 12:05:179 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjtumma1.ser
2018-05-148 12:05:179 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-148 12:05:180 INFO  BankAppDriver:41 - balance: 8.00
2018-05-148 12:05:181 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-148 12:05:182 INFO  BankAppDriver:170 - End Withdraw() 
