2018-05-148 12:05:641 INFO  BankAppDriver:45 - usernameM: jtumma1
2018-05-148 12:05:648 INFO  BankAppDriver:56 - accountExists: true

2018-05-148 12:05:649 INFO  BankAppDriver:114 - Username: jtumma1
2018-05-148 12:05:649 INFO  BankAppDriver:193 - Begin Deserialization - DeserializeCustomer(): 
2018-05-148 12:05:649 INFO  BankAppDriver:196 - Customer reference is set to null. c = (cParamD = null)
2018-05-148 12:05:788 INFO  BankAppDriver:207 - Check Object Read From .ser File - cParamD: 
2018-05-148 12:05:789 INFO  BankAppDriver:208 - username: jtumma1
2018-05-148 12:05:790 INFO  BankAppDriver:209 - firstName: Janeta
2018-05-148 12:05:790 INFO  BankAppDriver:210 - lastName: Maneta
2018-05-148 12:05:791 INFO  BankAppDriver:211 - address1: 123 ABC St
2018-05-148 12:05:791 INFO  BankAppDriver:212 - address2: Apt 1234
2018-05-148 12:05:791 INFO  BankAppDriver:213 - city: Dallas
2018-05-148 12:05:791 INFO  BankAppDriver:214 - state: TX
2018-05-148 12:05:792 INFO  BankAppDriver:215 - phoneNumber: 1234567890
2018-05-148 12:05:792 INFO  BankAppDriver:216 - email: jacqutum@gmail.com
2018-05-148 12:05:793 INFO  BankAppDriver:218 - secondJointAccUsername: ktumma1
2018-05-148 12:05:796 INFO  BankAppDriver:225 - End Deserialization - DeserializeCustomer() 

2018-05-148 12:05:797 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-148 12:05:798 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-148 12:05:803 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-148 12:05:808 INFO  BankAppDriver:70 - balance: 32.00
2018-05-148 12:05:809 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-148 12:05:810 INFO  BankAppDriver:89 - Begin Deposit(): 
2018-05-148 12:05:810 INFO  BankAppDriver:93 - Deposit Amount: 5.0
2018-05-148 12:05:812 INFO  BankAppDriver:103 - Before Depositing, Balance = 32.00
2018-05-148 12:05:813 INFO  BankAppDriver:109 - After Depositing, Balance = 37.00
2018-05-148 12:05:813 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-148 12:05:814 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjtumma1.ser
2018-05-148 12:05:817 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-148 12:05:817 INFO  BankAppDriver:41 - balance: 37.000000
2018-05-148 12:05:818 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-148 12:05:820 INFO  BankAppDriver:128 - End Deposit() 

2018-05-148 12:05:821 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-148 12:05:822 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-148 12:05:823 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-148 12:05:825 INFO  BankAppDriver:70 - balance: 37.00
2018-05-148 12:05:825 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-148 12:05:826 INFO  BankAppDriver:132 - Begin Withdraw(): 
2018-05-148 12:05:826 INFO  BankAppDriver:136 - Withdraw Amount: 1.0
2018-05-148 12:05:827 INFO  BankAppDriver:146 - Before Withdrawing, Balance = 37.00
2018-05-148 12:05:828 INFO  BankAppDriver:152 - After Withdrawing, Balance = 36.00
2018-05-148 12:05:828 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-148 12:05:830 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjtumma1.ser
2018-05-148 12:05:831 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-148 12:05:832 INFO  BankAppDriver:41 - balance: 36.000000
2018-05-148 12:05:832 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-148 12:05:832 INFO  BankAppDriver:170 - End Withdraw() 
