2018-05-149 15:05:641 INFO  BankAppDriver:45 - usernameM: jack
2018-05-149 15:05:657 INFO  BankAppDriver:56 - accountExists: true

2018-05-149 15:05:657 INFO  BankAppDriver:114 - Username: jack
2018-05-149 15:05:657 INFO  BankAppDriver:115 - access level: null
2018-05-149 15:05:657 INFO  BankAppDriver:220 - Begin Deserialization - DeserializeCustomer(): 
2018-05-149 15:05:657 INFO  BankAppDriver:223 - Customer reference is set to null. c = (cParamD = null)
2018-05-149 15:05:813 INFO  BankAppDriver:234 - Check Object Read From .ser File - cParamD: 
2018-05-149 15:05:813 INFO  BankAppDriver:235 - username: jack
2018-05-149 15:05:813 INFO  BankAppDriver:236 - firstName: Jack
2018-05-149 15:05:813 INFO  BankAppDriver:237 - lastName: Jill
2018-05-149 15:05:813 INFO  BankAppDriver:238 - address1: 123 ABC St
2018-05-149 15:05:813 INFO  BankAppDriver:239 - address2: Apt 1234
2018-05-149 15:05:813 INFO  BankAppDriver:240 - city: Dallas
2018-05-149 15:05:813 INFO  BankAppDriver:241 - state: TX
2018-05-149 15:05:813 INFO  BankAppDriver:242 - phoneNumber: 1234567890
2018-05-149 15:05:813 INFO  BankAppDriver:243 - email: bankadmin@gmail.com
2018-05-149 15:05:813 INFO  BankAppDriver:244 - accessLevel: customer
2018-05-149 15:05:813 INFO  BankAppDriver:253 - End Deserialization - DeserializeCustomer() 

2018-05-149 15:05:813 INFO  BankAppDriver:277 - accessLvel: customer
2018-05-149 15:05:813 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-149 15:05:813 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-149 15:05:829 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-149 15:05:829 INFO  BankAppDriver:70 - balance: 22.00
2018-05-149 15:05:829 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-149 15:05:829 INFO  BankAppDriver:89 - Begin Deposit(): 
2018-05-149 15:05:829 INFO  BankAppDriver:93 - Deposit Amount: 5.00
2018-05-149 15:05:829 INFO  BankAppDriver:103 - Before Depositing, Balance = 22.00
2018-05-149 15:05:829 INFO  BankAppDriver:109 - After Depositing, Balance = 27.00
2018-05-149 15:05:829 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-149 15:05:829 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjack.ser
2018-05-149 15:05:829 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-149 15:05:844 INFO  BankAppDriver:41 - balance: 27.00
2018-05-149 15:05:844 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-149 15:05:844 INFO  BankAppDriver:128 - End Deposit() 

2018-05-149 15:05:844 INFO  BankAppDriver:134 - Before withdraw: -> Username: jack
2018-05-149 15:05:844 INFO  BankAppDriver:132 - Begin Withdraw(): 
2018-05-149 15:05:844 INFO  BankAppDriver:134 - Username: jack
2018-05-149 15:05:844 INFO  BankAppDriver:137 - Withdraw Amount: 1.00
2018-05-149 15:05:844 INFO  BankAppDriver:147 - Before Withdrawing, Balance = 27.00
2018-05-149 15:05:844 INFO  BankAppDriver:153 - After Withdrawing, Balance = 26.00
2018-05-149 15:05:844 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-149 15:05:844 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjack.ser
2018-05-149 15:05:844 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-149 15:05:844 INFO  BankAppDriver:41 - balance: 26.00
2018-05-149 15:05:844 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-149 15:05:860 INFO  BankAppDriver:171 - End Withdraw() 

2018-05-149 15:05:860 INFO  BankAppDriver:137 - After withdraw: -> Username: jack
