2018-05-148 12:05:623 INFO  BankAppDriver:39 - usernameM: jtumma1
2018-05-148 12:05:629 INFO  BankAppDriver:45 - accountExists: true

2018-05-148 12:05:629 INFO  BankAppDriver:103 - Username: jtumma1
2018-05-148 12:05:630 INFO  BankAppDriver:180 - Begin Deserialization - DeserializeCustomer(): 
2018-05-148 12:05:630 INFO  BankAppDriver:183 - Customer reference is set to null. c = (cParamD = null)
2018-05-148 12:05:753 INFO  BankAppDriver:194 - Check Object Read From .ser File - cParamD: 
2018-05-148 12:05:753 INFO  BankAppDriver:195 - username: jtumma1
2018-05-148 12:05:754 INFO  BankAppDriver:196 - firstName: Janeta
2018-05-148 12:05:755 INFO  BankAppDriver:197 - lastName: Maneta
2018-05-148 12:05:755 INFO  BankAppDriver:198 - address1: 123 ABC St
2018-05-148 12:05:756 INFO  BankAppDriver:199 - address2: Apt 1234
2018-05-148 12:05:756 INFO  BankAppDriver:200 - city: Dallas
2018-05-148 12:05:756 INFO  BankAppDriver:201 - state: TX
2018-05-148 12:05:756 INFO  BankAppDriver:202 - phoneNumber: 1234567890
2018-05-148 12:05:756 INFO  BankAppDriver:203 - email: jacqutum@gmail.com
2018-05-148 12:05:757 INFO  BankAppDriver:205 - secondJointAccUsername: ktumma1
2018-05-148 12:05:759 INFO  BankAppDriver:212 - End Deserialization - DeserializeCustomer() 

2018-05-148 12:05:760 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-148 12:05:761 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-148 12:05:764 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-148 12:05:769 INFO  BankAppDriver:70 - balance: 28.00
2018-05-148 12:05:770 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-148 12:05:770 INFO  BankAppDriver:89 - Begin Deposit(): 
2018-05-148 12:05:771 INFO  BankAppDriver:93 - Deposit Amount: 5.0
2018-05-148 12:05:772 INFO  BankAppDriver:103 - Before Depositing, Balance = 28.00
2018-05-148 12:05:773 INFO  BankAppDriver:109 - After Depositing, Balance = 33.00
2018-05-148 12:05:773 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-148 12:05:774 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjtumma1.ser
2018-05-148 12:05:776 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-148 12:05:777 INFO  BankAppDriver:41 - balance: 33.000000
2018-05-148 12:05:777 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-148 12:05:778 INFO  BankAppDriver:128 - End Deposit() 

2018-05-148 12:05:778 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-148 12:05:778 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-148 12:05:779 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-148 12:05:780 INFO  BankAppDriver:70 - balance: 33.00
2018-05-148 12:05:781 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-148 12:05:781 INFO  BankAppDriver:132 - Begin Withdraw(): 
2018-05-148 12:05:782 INFO  BankAppDriver:136 - Withdraw Amount: 1.0
2018-05-148 12:05:783 INFO  BankAppDriver:146 - Before Withdrawing, Balance = 33.00
2018-05-148 12:05:784 INFO  BankAppDriver:152 - After Withdrawing, Balance = 32.00
2018-05-148 12:05:784 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-148 12:05:785 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjtumma1.ser
2018-05-148 12:05:786 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-148 12:05:786 INFO  BankAppDriver:41 - balance: 32.000000
2018-05-148 12:05:787 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-148 12:05:787 INFO  BankAppDriver:170 - End Withdraw() 
