2018-05-149 21:05:436 INFO  BankAppDriver:47 - usernameM: jack
2018-05-149 21:05:451 INFO  BankAppDriver:58 - accountExists: true

2018-05-149 21:05:451 INFO  BankAppDriver:116 - Username: jack
2018-05-149 21:05:451 INFO  BankAppDriver:117 - access level: null
2018-05-149 21:05:451 INFO  BankAppDriver:302 - Begin Deserialization - DeserializeCustomer(): 
2018-05-149 21:05:451 INFO  BankAppDriver:305 - Customer reference is set to null. c = (cParamD = null)
2018-05-149 21:05:576 INFO  BankAppDriver:316 - Check Object Read From .ser File - cParamD: 
2018-05-149 21:05:576 INFO  BankAppDriver:317 - username: jack
2018-05-149 21:05:576 INFO  BankAppDriver:318 - firstName: Jack
2018-05-149 21:05:576 INFO  BankAppDriver:319 - lastName: Jill
2018-05-149 21:05:576 INFO  BankAppDriver:320 - address1: 123 ABC St
2018-05-149 21:05:576 INFO  BankAppDriver:321 - address2: Apt 1234
2018-05-149 21:05:576 INFO  BankAppDriver:322 - city: Dallas
2018-05-149 21:05:576 INFO  BankAppDriver:323 - state: TX
2018-05-149 21:05:576 INFO  BankAppDriver:324 - phoneNumber: 1234567890
2018-05-149 21:05:576 INFO  BankAppDriver:325 - email: bankadmin@gmail.com
2018-05-149 21:05:592 INFO  BankAppDriver:326 - accessLevel: customer
2018-05-149 21:05:592 INFO  BankAppDriver:335 - End Deserialization - DeserializeCustomer() 

2018-05-149 21:05:592 INFO  BankAppDriver:359 - accessLvel: customer
