2018-05-149 15:05:438 INFO  BankAppDriver:45 - usernameM: jack
2018-05-149 15:05:454 INFO  BankAppDriver:56 - accountExists: true

2018-05-149 15:05:454 INFO  BankAppDriver:114 - Username: jack
2018-05-149 15:05:454 INFO  BankAppDriver:115 - access level: null
2018-05-149 15:05:454 INFO  BankAppDriver:209 - Begin Deserialization - DeserializeCustomer(): 
2018-05-149 15:05:454 INFO  BankAppDriver:212 - Customer reference is set to null. c = (cParamD = null)
2018-05-149 15:05:610 INFO  BankAppDriver:223 - Check Object Read From .ser File - cParamD: 
2018-05-149 15:05:610 INFO  BankAppDriver:224 - username: jack
2018-05-149 15:05:610 INFO  BankAppDriver:225 - firstName: Jack
2018-05-149 15:05:610 INFO  BankAppDriver:226 - lastName: Jill
2018-05-149 15:05:610 INFO  BankAppDriver:227 - address1: 123 ABC St
2018-05-149 15:05:610 INFO  BankAppDriver:228 - address2: Apt 1234
2018-05-149 15:05:610 INFO  BankAppDriver:229 - city: Dallas
2018-05-149 15:05:610 INFO  BankAppDriver:230 - state: TX
2018-05-149 15:05:610 INFO  BankAppDriver:231 - phoneNumber: 1234567890
2018-05-149 15:05:610 INFO  BankAppDriver:232 - email: bankadmin@gmail.com
2018-05-149 15:05:610 INFO  BankAppDriver:233 - accessLevel: customer
2018-05-149 15:05:610 INFO  BankAppDriver:242 - End Deserialization - DeserializeCustomer() 

2018-05-149 15:05:626 INFO  BankAppDriver:266 - accessLvel: customer
2018-05-149 15:05:626 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-149 15:05:626 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-149 15:05:626 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-149 15:05:626 INFO  BankAppDriver:70 - balance: 18.00
2018-05-149 15:05:626 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-149 15:05:626 INFO  BankAppDriver:89 - Begin Deposit(): 
2018-05-149 15:05:626 INFO  BankAppDriver:93 - Deposit Amount: 5.00
2018-05-149 15:05:626 INFO  BankAppDriver:103 - Before Depositing, Balance = 18.00
2018-05-149 15:05:626 INFO  BankAppDriver:109 - After Depositing, Balance = 23.00
2018-05-149 15:05:626 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-149 15:05:626 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjack.ser
2018-05-149 15:05:626 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-149 15:05:626 INFO  BankAppDriver:41 - balance: 23.00
2018-05-149 15:05:641 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-149 15:05:641 INFO  BankAppDriver:128 - End Deposit() 

2018-05-149 15:05:641 INFO  BankAppDriver:130 - Before withdraw: -> Username: jack
2018-05-149 15:05:641 INFO  BankAppDriver:132 - Begin Withdraw(): 
2018-05-149 15:05:641 INFO  BankAppDriver:134 - Username: jack
2018-05-149 15:05:641 INFO  BankAppDriver:137 - Withdraw Amount: 1.00
2018-05-149 15:05:641 INFO  BankAppDriver:147 - Before Withdrawing, Balance = 23.00
2018-05-149 15:05:641 INFO  BankAppDriver:153 - After Withdrawing, Balance = 22.00
2018-05-149 15:05:641 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-149 15:05:641 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjack.ser
2018-05-149 15:05:641 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-149 15:05:641 INFO  BankAppDriver:41 - balance: 22.00
2018-05-149 15:05:641 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-149 15:05:641 INFO  BankAppDriver:171 - End Withdraw() 

2018-05-149 15:05:641 INFO  BankAppDriver:133 - After withdraw: -> Username: jack
