2018-05-148 12:05:976 INFO  BankAppDriver:39 - usernameM: jtumma1
2018-05-148 12:05:981 INFO  BankAppDriver:45 - accountExists: true

2018-05-148 12:05:982 INFO  BankAppDriver:103 - Username: jtumma1
2018-05-148 12:05:982 INFO  BankAppDriver:180 - Begin Deserialization - DeserializeCustomer(): 
2018-05-148 12:05:983 INFO  BankAppDriver:183 - Customer reference is set to null. c = (cParamD = null)
2018-05-148 12:05:108 INFO  BankAppDriver:194 - Check Object Read From .ser File - cParamD: 
2018-05-148 12:05:108 INFO  BankAppDriver:195 - username: jtumma1
2018-05-148 12:05:109 INFO  BankAppDriver:196 - firstName: Janeta
2018-05-148 12:05:110 INFO  BankAppDriver:197 - lastName: Maneta
2018-05-148 12:05:110 INFO  BankAppDriver:198 - address1: 123 ABC St
2018-05-148 12:05:110 INFO  BankAppDriver:199 - address2: Apt 1234
2018-05-148 12:05:111 INFO  BankAppDriver:200 - city: Dallas
2018-05-148 12:05:111 INFO  BankAppDriver:201 - state: TX
2018-05-148 12:05:111 INFO  BankAppDriver:202 - phoneNumber: 1234567890
2018-05-148 12:05:111 INFO  BankAppDriver:203 - email: jacqutum@gmail.com
2018-05-148 12:05:112 INFO  BankAppDriver:205 - secondJointAccUsername: ktumma1
2018-05-148 12:05:114 INFO  BankAppDriver:212 - End Deserialization - DeserializeCustomer() 

2018-05-148 12:05:115 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-148 12:05:115 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-148 12:05:120 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-148 12:05:124 INFO  BankAppDriver:70 - balance: 20.00
2018-05-148 12:05:124 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-148 12:05:125 INFO  BankAppDriver:89 - Begin Deposit(): 
2018-05-148 12:05:125 INFO  BankAppDriver:93 - Deposit Amount: 5.0
2018-05-148 12:05:126 INFO  BankAppDriver:103 - Before Depositing, Balance = 20.00
2018-05-148 12:05:127 INFO  BankAppDriver:109 - After Depositing, Balance = 25.00
2018-05-148 12:05:127 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-148 12:05:129 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjtumma1.ser
2018-05-148 12:05:131 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-148 12:05:131 INFO  BankAppDriver:41 - balance: 25.000000
2018-05-148 12:05:132 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-148 12:05:132 INFO  BankAppDriver:128 - End Deposit() 

2018-05-148 12:05:133 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-148 12:05:133 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-148 12:05:134 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-148 12:05:134 INFO  BankAppDriver:70 - balance: 25.00
2018-05-148 12:05:135 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

2018-05-148 12:05:135 INFO  BankAppDriver:132 - Begin Withdraw(): 
2018-05-148 12:05:136 INFO  BankAppDriver:136 - Withdraw Amount: 1.0
2018-05-148 12:05:137 INFO  BankAppDriver:146 - Before Withdrawing, Balance = 25.00
2018-05-148 12:05:138 INFO  BankAppDriver:152 - After Withdrawing, Balance = 24.00
2018-05-148 12:05:138 INFO  BankAppDriver:23 - Begin Serialization - WriteAccount(): 
2018-05-148 12:05:139 INFO  BankAppDriver:32 - Serialized data will be written in bankcust/account/accjtumma1.ser
2018-05-148 12:05:140 INFO  BankAppDriver:40 - Check Variable of Type Double Written To .ser File - balance
2018-05-148 12:05:141 INFO  BankAppDriver:41 - balance: 24.000000
2018-05-148 12:05:141 INFO  BankAppDriver:46 - End Serialization - WriteAccount() 

2018-05-148 12:05:141 INFO  BankAppDriver:170 - End Withdraw() 
