2018-05-149 15:05:452 INFO  BankAppDriver:46 - usernameM: jack
2018-05-149 15:05:468 INFO  BankAppDriver:57 - accountExists: true

2018-05-149 15:05:468 INFO  BankAppDriver:115 - Username: jack
2018-05-149 15:05:468 INFO  BankAppDriver:116 - access level: null
2018-05-149 15:05:468 INFO  BankAppDriver:262 - Begin Deserialization - DeserializeCustomer(): 
2018-05-149 15:05:468 INFO  BankAppDriver:265 - Customer reference is set to null. c = (cParamD = null)
2018-05-149 15:05:609 INFO  BankAppDriver:276 - Check Object Read From .ser File - cParamD: 
2018-05-149 15:05:609 INFO  BankAppDriver:277 - username: jack
2018-05-149 15:05:609 INFO  BankAppDriver:278 - firstName: Jack
2018-05-149 15:05:609 INFO  BankAppDriver:279 - lastName: Jill
2018-05-149 15:05:609 INFO  BankAppDriver:280 - address1: 123 ABC St
2018-05-149 15:05:609 INFO  BankAppDriver:281 - address2: Apt 1234
2018-05-149 15:05:609 INFO  BankAppDriver:282 - city: Dallas
2018-05-149 15:05:609 INFO  BankAppDriver:283 - state: TX
2018-05-149 15:05:609 INFO  BankAppDriver:284 - phoneNumber: 1234567890
2018-05-149 15:05:624 INFO  BankAppDriver:285 - email: bankadmin@gmail.com
2018-05-149 15:05:624 INFO  BankAppDriver:286 - accessLevel: customer
2018-05-149 15:05:624 INFO  BankAppDriver:295 - End Deserialization - DeserializeCustomer() 

2018-05-149 15:05:624 INFO  BankAppDriver:319 - accessLvel: customer
2018-05-149 15:05:779 INFO  BankAppDriver:58 - Begin Deserialization - View Balance(): 
2018-05-149 15:05:779 INFO  BankAppDriver:60 - Account reference is set to null. a = (custAcc = null) 
2018-05-149 15:05:795 INFO  BankAppDriver:69 - Check Variable of Type Double Read From .ser File - balance
2018-05-149 15:05:805 INFO  BankAppDriver:70 - balance: 30.00
2018-05-149 15:05:805 INFO  BankAppDriver:85 - End Deserialization - View Balance() 

