2018-05-149 23:05:279 INFO  BankAppDriver:194 - Username: river
2018-05-149 23:05:280 INFO  BankAppDriver:195 - access level: null
2018-05-149 23:05:280 INFO  BankAppDriver:399 - Begin Deserialization - DeserializeCustomer(): 
2018-05-149 23:05:280 INFO  BankAppDriver:402 - Customer reference is set to null. c = (cParamD = null)
2018-05-149 23:05:405 INFO  BankAppDriver:413 - Check Object Read From .ser File - cParamD: 
2018-05-149 23:05:405 INFO  BankAppDriver:414 - username: river
2018-05-149 23:05:405 INFO  BankAppDriver:415 - firstName: Jack
2018-05-149 23:05:405 INFO  BankAppDriver:416 - lastName: Jill
2018-05-149 23:05:405 INFO  BankAppDriver:417 - address1: 123 ABC St
2018-05-149 23:05:405 INFO  BankAppDriver:418 - address2: Apt 1234
2018-05-149 23:05:405 INFO  BankAppDriver:419 - city: Dallas
2018-05-149 23:05:405 INFO  BankAppDriver:420 - state: TX
2018-05-149 23:05:405 INFO  BankAppDriver:421 - phoneNumber: 1234567890
2018-05-149 23:05:405 INFO  BankAppDriver:422 - email: jackjill@gmail.com
2018-05-149 23:05:405 INFO  BankAppDriver:423 - accessLevel: customer
2018-05-149 23:05:405 INFO  BankAppDriver:425 - secondJointAccUsername: Mi
2018-05-149 23:05:405 INFO  BankAppDriver:432 - End Deserialization - DeserializeCustomer() 

2018-05-149 23:05:405 INFO  BankAppDriver:456 - accessLvel: customer
